country_name,year,total_fertility_rate,growth_rate,midyear_population,midyear_population_male,midyear_population_female,max_age,kids,adults,youth,seniors,infant_mortality,infant_mortality_male,infant_mortality_female,life_expectancy,life_expectancy_male,life_expectancy_female,mortality_rate_under5
Bolivia,1998,4.1,2.102,7858896,7781698,7936094,100.0,3176850,2766669,1572615,342762,60.73,65.12,56.12,62.88,60.44,65.44,80.41
Saint Lucia,1998,2.2241,0.675,151022,147994,154050,100.0,50207,60225,29601,10989,9.59,6.88,12.42,73.24,70.2,76.41,12.21
Kyrgyzstan,1998,2.9426,1.411,4816674,4742678,4890670,100.0,1750162,1898029,895712,272771,50.23,58.03,41.98,65.6,61.46,69.96,63.96
Benin,1998,6.3318,3.2310000000000003,6202318,6138900,6265736,100.0,2880561,1913418,1260869,147470,85.14,89.5,80.57,53.89,52.78,55.06,138.88
Jordan,1998,4.2573,2.365,4565030,4730386,4399674,100.0,1876089,1591138,971988,125815,31.43,33.05,29.71,70.39,69.14,71.72,37.84
Rwanda,1998,6.0582,2.213,8041839,7949260,8134418,100.0,3577622,2509092,1737649,217476,100.25,105.61,94.73,44.01,43.05,44.99,190.06
Djibouti,1998,4.7496,4.321000000000001,620884,590698,651070,97.5,263948,218285,121264,17387,77.18,86.3,67.79,57.62,55.49,59.82,106.28
Cote d'Ivoire,1998,5.3311,2.43,16045358,16329028,15761688,100.0,7027965,5355293,3297842,364258,89.84,98.85,80.56,51.91,50.74,53.1,133.71
Lebanon,1998,2.19,0.748,3764271,3708244,3820298,100.0,1156397,1610545,764349,232980,18.95,20.05,17.79,72.86,71.65,74.13,21.97
Montenegro,1998,1.7367,1.268,701246,697636,704856,100.0,159635,342323,119484,79804,14.17,15.6,12.66,75.22,72.41,78.18,16.35
Austria,1998,1.3472,0.14,8078621,7844880,8312362,100.0,1382007,4486219,963913,1246482,4.83,5.26,4.38,77.73,74.71,80.92,5.93
Singapore,1998,1.0948,2.5,3868483,3839802,3897164,100.0,778050,2211140,651384,227909,3.97,4.3,3.63,78.06,75.5,80.78,5.18
San Marino,1998,1.2782,1.56,26159,25396,26922,100.0,3991,15017,3104,4047,8.01,9.61,6.21,80.7,77.5,84.31,8.68
Argentina,1998,2.5903,1.109,36517941,36043076,36992806,100.0,10139865,16192615,6508540,3676921,18.53,20.61,16.33,73.71,70.09,77.54,22.0
Dominican Republic,1998,3.0753,1.746,8182207,8307128,8057286,100.0,2874877,3355566,1565244,386520,33.95,37.15,30.62,74.59,72.48,76.79,41.4
Timor-Leste,1998,6.0299,3.1919999999999997,954332,978134,930530,97.0,422092,353047,157096,22097,82.32,88.81,75.41,57.47,56.03,59.01,115.73
Iran,1998,2.5332,1.288,66953736,68180120,65727352,100.0,25643685,23790530,14633291,2886230,61.03,61.51,60.52,65.9,64.8,67.06,93.34
Bahamas The,1998,2.2237,1.199,275992,268968,283016,99.0,81145,130600,52114,12133,23.57,24.25,22.87,63.9,60.74,67.15,33.16
Azerbaijan,1998,2.116,0.9990000000000001,8308674,8084184,8533164,100.0,2697039,3682395,1430308,498932,47.75,52.01,42.89,67.11,63.6,71.11,62.89
Burundi,1998,6.5922,2.926,6336587,6252348,6420826,100.0,2925391,2002184,1238724,170288,93.63,103.31,83.66,49.54,48.37,50.74,152.67
Samoa,1998,4.5168,0.871,173305,181016,165594,99.0,70219,62328,33225,7533,34.97,40.93,28.72,68.57,65.86,71.4,44.81
Philippines,1998,3.8305,2.0980000000000003,73249205,73468540,73029870,100.0,28087878,27461616,15109011,2590700,30.12,33.37,26.71,66.98,64.13,69.97,44.88
Mali,1998,7.2902,2.8489999999999998,10178507,10016586,10340428,100.0,4862140,3096629,1883195,336543,140.11,148.79,131.16,48.25,46.6,49.96,228.29
Chile,1998,2.2156,1.3559999999999999,14794081,14542352,15045810,100.0,4210647,7114848,2440612,1027974,10.8,11.73,9.82,74.81,71.61,78.17,12.7
Guinea-Bissau,1998,5.3941,2.293,1222239,1182634,1261844,100.0,521139,420548,246104,34448,119.43,130.23,108.3,46.51,44.26,48.84,193.63
Indonesia,1998,2.7,1.594,207471653,206851918,208091388,100.0,65364384,90060360,43009614,9037295,43.79,50.45,36.8,67.3,65.0,69.72,56.89
Turkey,1998,2.613,1.459,64101036,64771926,63430146,100.0,20576857,27161419,13066415,3296345,40.21,41.51,38.85,68.98,67.24,70.8,46.75
Kazakhstan,1998,1.9614,-1.1179999999999999,15840791,15324302,16357280,100.0,4765110,7302856,2754294,1018531,38.87,44.15,33.27,63.78,58.33,69.54,45.47
Greece,1998,1.2885,0.105,10520068,10370180,10669956,100.0,1637639,5608930,1513170,1760329,6.64,7.09,6.16,77.97,75.55,80.54,7.81
Belgium,1998,1.601,0.161,10217030,9996606,10437454,100.0,1803986,5469434,1251199,1692411,5.14,5.56,4.71,77.41,74.36,80.62,6.36
Macau,1998,1.1165,1.489,421609,405418,437800,100.0,105527,228634,56798,30650,4.93,5.21,4.64,81.84,78.6,85.25,5.61
Georgia,1998,1.7252,-0.662,4882649,4629608,5135690,100.0,1141612,2428702,685120,627215,33.89,38.4,28.51,73.52,69.8,77.95,35.57
Tajikistan,1998,3.9274,2.102,5983489,5948986,6017992,100.0,2499092,2066825,1187221,230351,52.03,57.93,45.84,62.24,59.23,65.39,75.27
Tonga,1998,4.5838,0.708,98749,98996,98502,99.5,39918,34874,18742,5215,18.76,19.23,18.28,72.96,71.9,74.05,21.85
Eritrea,1998,5.79,2.0540000000000003,3717993,3650542,3785444,100.0,1636582,1173403,779403,128605,56.45,63.35,49.35,58.56,56.45,60.74,104.13
Honduras,1998,4.5533,2.492,6039095,6054546,6023644,100.0,2645769,1974356,1232432,186538,32.62,36.51,28.53,63.04,61.55,64.6,52.6
Nauru,1998,3.6673,-0.10099999999999999,9885,10100,9670,87.0,4030,3938,1771,146,11.5,14.25,8.2,59.83,56.62,63.69,15.66
Canada,1998,1.5395,0.83,30551660,30279578,30823742,100.0,5956557,16533044,4138412,3923647,5.39,5.81,4.95,79.23,76.5,82.1,6.43
Macedonia,1998,1.9189,0.517,1995474,1997764,1993184,100.0,469670,1011607,326993,187204,17.76,17.71,17.81,72.12,70.12,74.29,20.06
Qatar,1998,3.1808,5.318,578199,758500,397898,100.0,152199,330365,88820,6815,9.63,9.78,9.46,75.3,73.73,76.95,13.99
Senegal,1998,5.7839,2.639,9037144,8777584,9296704,100.0,4219756,2761856,1799024,256508,71.93,79.72,63.92,54.88,53.16,56.64,138.53
Jamaica,1998,2.9475,1.111,2560432,2525002,2595862,100.0,912877,951192,514884,181479,19.57,20.26,18.86,73.04,71.48,74.68,21.82
Antigua and Barbuda,1998,2.4722,1.76,72781,69748,75814,100.0,21502,33688,12281,5310,21.03,24.41,17.48,72.98,71.17,74.89,25.58
Croatia,1998,1.5851,-0.485,4399628,4245632,4553624,100.0,781601,2362857,616994,638176,7.58,8.47,6.65,73.03,69.31,76.93,8.7
Serbia,1998,1.5036,0.495,7675298,7497652,7852944,100.0,1347607,4114110,1041923,1171658,11.97,13.14,10.74,71.63,68.6,74.86,13.94
Japan,1998,1.3869999999999998,0.253,126236616,123568732,128904500,100.0,19230276,69634678,17067206,20304456,3.67,3.86,3.46,80.51,77.21,84.0,5.12
Saint Vincent and the Grenadines,1998,2.5826,-0.24600000000000002,108404,108930,107878,100.0,36250,43027,21751,7376,22.59,24.55,20.57,69.7,68.17,71.28,33.87
Vietnam,1998,2.34,1.3359999999999999,77107502,76092922,78122082,100.0,26574758,30893102,15375209,4264433,31.3,31.7,30.87,68.97,66.54,71.59,44.51
Comoros,1998,5.25,2.467,518339,506262,530416,100.0,226903,164778,109364,17294,92.54,104.19,80.54,58.23,56.61,59.9,130.31
Bermuda,1998,1.7802,0.782,61981,59920,64042,99.0,12356,35606,7346,6673,2.39,2.49,2.29,75.5,71.76,79.3,3.65
Equatorial Guinea,1998,5.61,2.855,464060,455166,472954,96.5,197526,160517,87336,18681,102.96,103.96,101.93,57.42,56.87,57.99,151.75
Aruba,1998,2.0066,1.4780000000000002,88204,84058,92350,97.5,20189,48958,12027,7030,19.81,26.11,13.37,72.9,69.8,76.06,22.94
Tunisia,1998,2.1964,1.148,9304137,9356612,9251662,100.0,2911987,3930444,1908524,553182,38.91,44.23,33.09,72.28,70.37,74.37,50.02
Korea North,1998,2.05,0.153,22482801,21831066,23134536,100.0,6044722,11588676,3476357,1373046,63.84,78.05,48.96,59.37,54.0,65.0,84.1
Sint Maarten,1998,1.7571,-0.8290000000000001,31372,30686,32058,95.0,8394,18367,3750,861,14.22,15.21,13.17,73.42,71.32,75.62,15.93
Suriname,1998,2.9558,1.761,447429,449060,445798,100.0,151146,187638,86050,22595,35.99,41.48,30.22,69.03,66.83,71.34,46.58
Fiji,1998,2.9672,0.8690000000000001,792693,805426,779960,97.5,273180,336030,157364,26119,15.44,16.88,13.94,67.27,64.92,69.75,27.01
Armenia,1998,1.9785,-0.11900000000000001,3106213,2932356,3280070,100.0,900579,1430390,501239,274005,21.88,24.52,18.81,71.24,68.06,74.95,24.99
Cuba,1998,1.6094,0.425,11064251,11073748,11054754,100.0,2455582,6047849,1512408,1048412,7.05,7.93,6.13,75.81,73.62,78.14,9.18
Hong Kong,1998,0.8627,0.765,6541288,6461600,6620976,100.0,1150742,3770445,929966,690135,3.77,3.89,3.64,80.28,77.63,83.18,4.67
Greenland,1998,2.3909,0.004,56613,60414,52812,98.0,15519,31193,7201,2700,22.22,27.61,16.34,65.49,62.08,69.2,28.91
Paraguay,1998,3.61,2.217,5200184,5219968,5180400,100.0,2020109,1970993,953897,255185,36.08,41.08,30.82,73.18,70.75,75.73,46.49
Albania,1998,2.4495,-0.7809999999999999,3212771,3249728,3175814,100.0,1031030,1419566,551859,210316,27.92,29.79,25.85,72.47,69.69,75.54,34.34
Bosnia and Herzegovina,1998,1.5321,0.847,3622227,3526184,3718270,100.0,733193,1998789,554339,335906,15.78,17.97,13.41,72.27,68.55,76.31,17.61
Portugal,1998,1.4549,0.662,10224828,9879452,10570204,100.0,1786683,5250145,1599629,1588371,6.01,6.6,5.38,75.65,72.22,79.3,8.15
New Zealand,1998,1.9441,0.503,3764312,3734064,3794560,100.0,854259,1947808,523772,438473,5.41,6.42,4.34,78.14,75.64,80.81,6.88
Seychelles,1998,2.1199,1.21,77174,76416,77932,98.5,22793,34729,14213,5439,8.36,10.18,6.47,70.85,66.15,75.7,17.19
Liberia,1998,6.7363,6.511,2349511,2340040,2358982,99.5,1002286,805896,485045,56284,169.83,193.55,145.39,37.66,35.36,40.03,264.91
Ethiopia,1998,6.36,2.827,60764879,60753896,60775862,100.0,27355256,19888103,11860828,1660692,110.15,123.17,96.74,50.49,48.33,52.73,159.26
Venezuela,1998,2.9619999999999997,1.85,23390849,23287682,23494016,100.0,8331760,9520247,4517224,1021618,22.85,25.01,20.59,72.28,69.37,75.34,26.94
Kuwait,1998,2.8007,3.065,1859847,2180300,1539394,100.0,572336,977301,286824,23386,12.39,12.63,12.14,73.57,72.31,74.87,15.37
Zimbabwe,1998,3.975,1.133,11606924,11475136,11738712,100.0,5035633,3645742,2554893,370656,57.54,60.68,54.3,40.44,40.19,40.7,91.63
Andorra,1998,1.3882,0.865,64728,67810,61646,100.0,10289,37223,10023,7193,5.59,6.23,4.97,79.92,76.55,83.24,7.14
West Bank,1998,4.743,2.394,1858788,1889838,1827738,100.0,814962,601057,372217,70552,23.14,25.73,20.39,71.63,69.94,73.42,27.55
Pakistan,1998,5.2387,2.417,144885289,149013626,140756952,100.0,62214561,49491601,27469242,5709885,90.1,93.14,86.91,61.14,59.76,62.58,125.95
Oman,1998,4.5376,2.512,2318607,2653410,1983804,100.0,904949,904872,455504,53282,22.95,23.58,22.29,70.98,69.32,72.72,31.42
Wallis and Futuna,1998,2.6214,0.8009999999999999,14365,14228,14502,91.5,5181,5548,2853,783,5.02,5.26,4.78,78.19,75.25,81.27,5.6
Romania,1998,1.3154,-0.165,22511376,22031058,22991694,100.0,4302382,11572046,3748065,2888883,20.55,22.6,18.39,69.89,66.25,73.72,24.68
Ukraine,1998,1.195,-0.8640000000000001,49941236,46312636,53569836,100.0,9353772,26348147,7203265,7036052,12.59,14.71,10.34,68.53,63.39,73.97,16.41
Angola,1998,6.912000000000001,2.812,12013296,12108072,11918520,100.0,5534985,3853783,2320496,304032,101.97,106.47,97.26,50.51,49.56,51.51,167.47
Belarus,1998,1.286,-0.245,10091728,9459944,10723512,100.0,2003831,5227608,1492563,1367726,11.46,13.59,9.17,68.4,62.72,74.52,14.48
Guinea,1998,5.7617,3.247,7906607,7866042,7947172,100.0,3414884,2739340,1495868,256515,93.29,98.34,88.08,50.83,49.51,52.2,166.05
Cyprus,1998,1.7651,1.495,893734,904758,882710,100.0,210465,456634,147259,79376,14.06,16.53,11.46,74.8,72.14,77.59,15.87
Congo (Brazzaville),1998,4.73,2.75,2756174,2715700,2796648,100.0,1176829,937134,538173,104038,72.53,78.56,66.32,53.85,52.83,54.91,114.42
Bhutan,1998,4.17,1.7790000000000001,585274,620686,549862,99.5,230684,211710,117994,24886,80.16,82.44,77.78,59.45,58.83,60.11,116.32
Turks and Caicos Islands,1998,2.9018,5.252999999999999,17419,17646,17192,95.5,5417,8528,2761,713,4.3,4.78,3.79,83.71,81.03,86.51,4.97
Ireland,1998,1.9153,1.271,3728010,3702200,3753820,100.0,834072,1822618,651599,419721,5.93,7.15,4.63,76.11,73.4,79.01,7.07
Cayman Islands,1998,1.931,3.295,36060,35268,36852,99.5,8006,21078,4522,2454,9.86,11.4,8.3,78.56,76.06,81.09,11.33
Papua New Guinea,1998,4.5334,2.638,4567798,4778826,4356770,99.0,1808045,1677067,959499,123187,63.31,67.9,58.48,62.31,60.31,64.41,81.13
Malta,1998,1.8064,0.6,385608,381574,389642,100.0,80542,201126,57835,46105,6.78,7.33,6.22,77.77,75.59,79.96,7.76
Uruguay,1998,2.3569,0.39299999999999996,3195923,3097750,3294096,100.0,793722,1473302,512886,416013,15.92,17.6,14.18,73.65,70.46,76.95,19.29
Kenya,1998,4.35,2.287,29188217,29071656,29304778,100.0,12682375,9185806,6562578,757458,75.15,83.45,66.69,52.97,51.13,54.84,112.04
Saint Barthelemy,1998,1.6192,2.86,6748,7228,6268,93.0,1260,4501,591,396,8.89,10.09,7.64,76.6,73.43,79.91,10.97
Burma,1998,3.0,1.466,46110824,45846824,46374824,100.0,15859272,18902852,9305315,2043385,71.54,80.87,61.65,59.98,57.98,62.1,95.82
Uganda,1998,7.1454,3.443,21461307,21282672,21639942,100.0,10973034,5893581,4050954,543738,87.57,95.59,79.32,46.43,45.8,47.08,152.33
Finland,1998,1.7036,0.218,5146983,5018070,5275896,100.0,955118,2787020,650082,754763,4.1,4.49,3.71,77.1,73.51,80.84,4.79
Cameroon,1998,5.5837,2.682,15005259,15045480,14965038,100.0,6734577,4869772,2969794,431116,80.35,86.96,73.54,51.28,50.25,52.34,146.79
French Polynesia,1998,2.4519,1.7530000000000001,227451,234632,220270,100.0,75003,102822,40569,9057,8.61,9.82,7.35,72.79,70.63,75.06,21.04
Saint Helena,1998,1.5205,0.815,7118,7230,7006,95.0,1410,3916,1156,636,26.96,31.07,22.64,76.43,73.57,79.44,31.02
Iraq,1998,5.162000000000001,3.265,21657963,21895990,21419936,100.0,9474345,6827344,4651935,704339,53.13,56.88,49.19,70.63,69.01,72.32,63.48
Gibraltar,1998,2.43,0.6729999999999999,26752,27062,26442,100.0,7110,12263,4344,3035,11.19,12.39,9.64,73.7,71.1,77.08,13.09
Palau,1998,1.9862,2.387,18772,20390,17154,96.0,5061,9835,2821,1055,18.11,20.0,16.1,67.83,64.8,71.05,22.1
Guyana,1998,3.4004,0.9059999999999999,772162,778510,765814,100.0,279799,300561,159552,32250,50.31,55.22,45.17,61.89,59.06,64.85,71.37
Thailand,1998,1.8244,1.037,61844958,61239540,62450376,100.0,15400399,31280588,11505679,3658292,20.91,22.58,19.15,71.15,68.3,74.15,25.43
Lesotho,1998,3.9645,0.68,1896603,1856644,1936562,100.0,710760,664769,428462,92612,74.49,80.39,68.42,55.46,53.64,57.33,103.37
Botswana,1998,3.552,2.474,1604007,1569726,1638288,100.0,648541,539727,357215,58524,33.6,36.87,30.22,57.75,55.59,59.97,65.72
Montserrat,1998,1.0958,-168.94400000000002,3381,3458,3304,98.0,825,1321,720,515,13.96,10.44,17.7,74.01,75.81,72.09,15.96
Niger,1998,7.9726,3.322,10035645,10026900,10044390,99.0,4849331,3072565,1838708,275041,144.64,148.97,140.18,44.81,44.5,45.12,245.84
Sao Tome and Principe,1998,6.14,2.068,134801,133902,135700,97.5,60617,39146,29418,5620,75.23,77.96,72.43,57.44,56.61,58.3,119.15
Norway,1998,1.8237,0.636,4432718,4385646,4479790,100.0,877335,2310539,554620,690224,3.85,4.41,3.26,78.38,75.58,81.31,4.8
El Salvador,1998,3.219,1.371,5711571,5551542,5871600,100.0,2222851,2028444,1167162,293114,30.67,32.61,28.63,69.5,66.13,73.04,38.15
Gabon,1998,4.9802,2.665,1157171,1145578,1168764,99.0,497017,401114,209294,49746,60.51,71.77,48.92,58.03,56.01,60.11,89.35
Zambia,1998,5.956,2.596,9428653,9428600,9428706,100.0,4348262,2852573,1991842,235976,89.53,94.42,84.5,43.14,42.05,44.25,156.34
Congo (Kinshasa),1998,6.8775,3.1060000000000003,49348728,48836440,49861016,100.0,23493637,15134494,9469871,1250726,102.19,110.41,93.72,51.9,50.27,53.59,151.69
Bahrain,1998,2.8527,2.295,625214,714626,535802,100.0,185111,317800,105324,16979,18.04,19.96,16.05,73.74,72.15,75.38,21.66
Isle of Man,1998,1.8175,1.062,74311,72050,76572,100.0,13199,39608,8679,12825,6.3,6.57,5.98,77.23,75.46,79.35,7.42
Israel,1998,2.9805,2.609,5791103,5790644,5791562,100.0,1685963,2536202,1008301,560637,6.3,6.67,5.91,78.15,76.1,80.3,7.69
United Arab Emirates,1998,2.6267,5.354,2898504,3918932,1878076,100.0,716863,1750623,408442,22576,18.23,21.3,15.0,73.57,71.18,76.08,21.67
Ecuador,1998,3.134,2.076,12050626,11949912,12151340,100.0,4330980,4693895,2437286,588465,31.82,36.26,27.15,72.17,69.48,75.01,38.86
Panama,1998,2.7866,1.8259999999999998,2797225,2831324,2763126,100.0,918930,1191484,533362,153449,17.76,19.06,16.4,74.33,71.67,77.1,23.79
Gaza Strip,1998,6.2,3.662,1056039,1070976,1041102,100.0,522266,298488,203389,31896,27.52,29.08,25.86,70.28,69.03,71.6,33.07
Switzerland,1998,1.4381,0.252,7217045,7080102,7353988,100.0,1255373,4038016,839728,1083928,4.27,4.96,3.55,79.58,76.57,82.74,5.59
Tuvalu,1998,3.7257,0.491,9975,9740,10210,91.0,3736,4243,1383,613,43.61,48.0,39.0,61.58,59.67,63.58,76.48
China,1998,1.63,0.715,1252170542,1289906980,1214434104,100.0,329659729,637252037,204196672,81062104,32.29,26.99,38.4,70.11,68.82,71.6,39.31
Saudi Arabia,1998,4.343999999999999,2.4730000000000003,20329087,22969932,17688242,100.0,7939287,8007481,3874634,507685,23.38,26.57,20.03,71.53,69.76,73.4,27.64
Central African Republic,1998,5.2963,2.497,3797957,3724764,3871150,100.0,1625524,1294299,724461,153673,124.29,133.26,115.05,46.99,45.65,48.36,190.83
Guatemala,1998,4.8012,1.891,10708144,10705434,10710854,100.0,4754919,3453395,2135098,364732,40.88,44.12,37.47,66.56,65.07,68.12,53.84
Australia,1998,1.7722,1.083,18620837,18568734,18672940,100.0,3889725,9806465,2661168,2263479,4.99,5.48,4.46,79.05,76.28,81.97,6.35
Uzbekistan,1998,2.8137,1.492,24342332,24151048,24533616,100.0,9393912,9135691,4695249,1117480,37.08,42.07,31.8,68.24,65.56,71.08,50.65
Netherlands,1998,1.6303,0.669,15717093,15541752,15892434,100.0,2898258,8792633,1901481,2124721,5.27,6.1,4.39,77.87,75.19,80.7,6.35
Sri Lanka,1998,2.1042,1.043,18569803,18449954,18689652,100.0,5160003,8708442,3584053,1117305,21.03,23.0,18.96,71.37,68.3,74.6,26.92
Western Sahara,1998,5.27,4.791,306348,303438,309258,96.0,131623,106538,58926,9261,81.53,87.19,75.64,55.93,54.1,57.82,130.44
Bangladesh,1998,3.6344,1.9140000000000001,124225950,125748718,122703182,100.0,48836759,45892802,25083141,4413248,73.19,76.22,70.04,65.34,63.96,66.78,95.35
Peru,1998,2.9819999999999998,1.5019999999999998,25078825,25156396,25001254,100.0,8733236,10316354,4880051,1149184,37.13,39.91,34.22,67.95,66.35,69.63,51.14
Virgin Islands British,1998,1.4228,3.133,21132,21048,21216,97.0,5238,11563,3201,1130,16.99,19.52,14.35,77.18,76.05,78.36,18.34
Mauritania,1998,5.27,2.6210000000000004,2374103,2289510,2458696,98.5,1046110,787909,471115,68969,81.5,87.19,75.64,55.93,54.1,57.82,130.39
Botswana,1999,3.4602,2.292,1642943,1611396,1674490,100.0,654786,557548,370532,60077,32.76,35.69,29.74,55.4,53.54,57.31,67.21
Mauritius,1999,2.0586,1.155,1173129,1158254,1188004,99.5,303516,578781,219837,70995,19.96,22.58,17.21,70.57,66.8,74.54,22.8
Montenegro,1999,1.6178,4.086,720412,716818,724006,100.0,162257,349562,123835,84758,12.8,13.8,11.73,75.64,72.93,78.54,13.54
Cote d'Ivoire,1999,5.2417,2.638,16456878,16742470,16171286,100.0,7177067,5525821,3373482,380508,87.49,96.41,78.31,51.56,50.59,52.56,130.99
Pakistan,1999,5.0698,2.349,148379201,152551128,144207274,100.0,63257295,50839538,28430557,5851811,88.36,91.53,85.04,61.53,60.1,63.03,122.38
Uganda,1999,7.1131,3.2430000000000003,22190623,22009868,22371378,100.0,11350959,6074892,4206821,557951,87.04,96.34,77.46,46.85,46.12,47.61,151.05
Panama,1999,2.7473,1.758,2847789,2881454,2814124,100.0,926568,1224894,537643,158684,17.73,19.75,15.62,74.73,71.91,77.68,22.91
Malta,1999,1.715,0.534,387799,383836,391762,100.0,79292,203075,58313,47119,6.33,6.51,6.14,77.83,75.74,80.02,7.23
Brunei,1999,2.6027,2.318,317901,329602,306200,100.0,100321,150715,58104,8761,16.88,20.07,13.51,73.32,71.44,75.3,19.39
Cyprus,1999,1.673,1.464,906875,919128,894622,100.0,208286,466434,151515,80640,12.92,14.63,11.12,75.51,73.26,77.88,14.45
Uruguay,1999,2.3262,0.358,3207949,3107208,3308690,100.0,799628,1481393,507080,419848,14.29,15.78,12.74,73.74,70.56,77.03,17.67
Australia,1999,1.7623,1.1540000000000001,18830251,18782188,18878314,100.0,3890454,9974820,2665900,2299077,5.63,6.34,4.89,79.31,76.57,82.17,6.78
Ecuador,1999,3.056,1.51,12268309,12164192,12372426,100.0,4355510,4833643,2468015,611141,30.05,34.33,25.56,72.59,69.84,75.48,36.42
Bosnia and Herzegovina,1999,1.4272,4.2860000000000005,3717232,3620708,3813756,99.5,745121,2051817,563946,356348,15.0,16.94,12.98,72.75,69.08,76.56,16.74
Yemen,1999,6.7175,2.992,16728304,17048158,16408450,100.0,7971307,4649843,3560769,546385,75.9,81.6,69.92,59.2,57.48,61.0,103.97
Israel,1999,2.9515,2.5660000000000003,5942902,5944382,5941422,100.0,1718716,2617461,1028482,578243,5.83,5.86,5.79,78.45,76.6,80.4,7.16
Albania,1999,2.4014,-0.809,3187329,3215520,3159138,100.0,1010569,1413685,546706,216369,22.59,24.1,20.92,73.93,71.14,77.0,28.2
Namibia,1999,4.08,2.367,1825962,1829032,1822892,99.5,749552,631522,394040,50848,66.62,71.31,61.78,53.97,53.6,54.36,98.08
Luxembourg,1999,1.7472,1.505,432439,426012,438866,100.0,80999,240237,49148,62055,5.1,4.25,5.99,77.57,74.47,80.85,6.48
Sierra Leone,1999,5.5771,-0.337,3735565,3618576,3852554,100.0,1590483,1307943,718841,118298,176.84,194.52,158.63,39.82,37.42,42.29,275.55
Chad,1999,6.6125,3.095,7708743,7369382,8048104,100.0,3701376,2393493,1390674,223200,114.99,121.85,107.87,46.26,45.29,47.27,202.04
Burma,1999,2.91,1.423,46781677,46517314,47046040,100.0,15824605,19407040,9463190,2086842,69.58,78.71,59.91,60.38,58.35,62.53,92.99
Nepal,1999,4.2168,1.764,23086887,23062376,23111398,100.0,9671058,8220453,4336555,858821,66.05,66.39,65.7,61.26,60.35,62.2,87.67
Austria,1999,1.3196,0.244,8094155,7864932,8323378,100.0,1371183,4512386,958518,1252068,4.27,4.3,4.24,77.93,75.08,80.92,5.39
Belgium,1999,1.6134,0.203,10235655,10015014,10456296,100.0,1800329,5480037,1244030,1711259,4.89,5.59,4.16,77.61,74.42,80.93,5.99
Bahrain,1999,2.9457,2.3680000000000003,639964,731132,548796,100.0,186944,328332,106966,17722,16.32,17.79,14.79,74.69,73.21,76.22,19.45
Turkey,1999,2.559,1.435,65035346,65712274,64358418,100.0,20488339,27837548,13274737,3434722,38.13,39.44,36.76,69.45,67.66,71.34,44.22
Germany,1999,1.3442,0.149,82074778,80098168,84051388,100.0,12917912,46874528,9074165,13208173,4.49,4.97,3.98,77.56,74.6,80.68,5.47
Honduras,1999,4.4567,2.7230000000000003,6190879,6208686,6173072,100.0,2686825,2040747,1270391,192916,29.88,33.75,25.81,69.4,67.75,71.13,40.71
Macau,1999,1.0578,1.4140000000000001,427773,411034,444512,100.0,103671,233487,58898,31717,4.59,4.98,4.19,82.28,78.91,85.81,5.21
Poland,1999,1.3654,-0.035,38665538,37589060,39742016,100.0,7636155,19852961,6509165,4667257,8.75,9.48,7.97,73.09,69.02,77.42,10.29
Kyrgyzstan,1999,2.8837,1.33,4883113,4807860,4958366,100.0,1741226,1938787,927038,276062,43.11,49.64,36.23,66.91,62.87,71.16,55.19
Kosovo,1999,2.8781,-8.054,1762334,1809494,1715174,100.0,584176,718856,363041,96261,64.93,63.55,66.42,66.92,65.0,69.0,77.04
Italy,1999,1.215,0.17300000000000001,57655529,55701054,59610004,100.0,8226447,31915342,7085104,10428636,4.91,5.32,4.47,79.23,76.35,82.31,5.86
Switzerland,1999,1.4471,0.452,7242498,7099576,7385420,100.0,1255431,4048847,840754,1097466,4.18,4.78,3.54,79.76,76.91,82.76,5.46
Seychelles,1999,2.1608,1.27,78137,77576,78698,99.0,22479,35790,14327,5541,10.49,12.94,7.96,71.22,66.54,76.05,18.8
Maldives,1999,3.28,3.824,291480,312408,270552,97.5,114088,106895,60331,10166,42.34,44.76,39.8,71.32,69.33,73.4,55.6
Guatemala,1999,4.6653,1.725,10903423,10874184,10932662,100.0,4833854,3529893,2167058,372618,39.19,42.31,35.92,67.0,65.48,68.6,51.43
West Bank,1999,4.6165,2.3280000000000003,1903192,1935088,1871296,100.0,835743,619021,376884,71544,22.29,24.81,19.62,71.92,70.2,73.74,26.49
Solomon Islands,1999,4.736000000000001,2.8289999999999997,421716,430150,413282,98.5,178758,141000,88312,13646,26.55,30.01,22.91,70.99,68.59,73.51,33.49
Ukraine,1999,1.112,-0.9470000000000001,49491190,45875936,53106444,100.0,8952951,26348783,7261970,6927486,12.52,14.43,10.48,68.15,62.91,73.75,16.34
Cook Islands,1999,3.2969,-3.1910000000000003,16859,17376,16342,96.0,5955,7122,2777,1005,23.87,28.96,18.52,71.61,68.96,74.4,28.69
Egypt,1999,3.5210000000000004,2.028,64187293,65677298,62697288,100.0,23754384,24481583,13607259,2344067,39.67,41.63,37.6,67.09,65.92,68.32,49.61
Syria,1999,4.38,2.56,16100671,16385172,15816170,100.0,6911177,5229479,3433402,526613,23.56,26.94,19.97,71.61,69.45,73.89,28.4
France,1999,1.7995,0.484,60935252,59433340,62437164,100.0,11704476,31707124,7996138,9527514,5.03,5.6,4.43,78.49,74.78,82.39,6.18
Angola,1999,6.8165,2.853,12357509,12459212,12255806,100.0,5704262,3954051,2383253,315943,105.32,109.98,100.44,49.66,48.74,50.63,173.57
