country_name,year,total_fertility_rate,growth_rate,midyear_population,midyear_population_male,midyear_population_female,max_age,kids,adults,youth,seniors,infant_mortality,infant_mortality_male,infant_mortality_female,life_expectancy,life_expectancy_male,life_expectancy_female,mortality_rate_under5
Marshall Islands,2016,3.092,1.599,73376,74628,72124,100.0,26031,31687,12871,2787,19.97,22.52,17.29,73.1,70.91,75.41,23.9
Netherlands,2016,1.7812,0.402,17016967,16838726,17195208,100.0,2817538,9015061,2061485,3122883,3.59,3.88,3.3,81.33,79.19,83.58,4.22
Afghanistan,2016,5.22,2.343,33332025,33794300,32869750,100.0,13676922,11303858,7495026,856219,112.84,120.29,105.01,51.28,49.9,52.72,165.15
Saint Lucia,2016,1.754,0.326,164464,160172,168756,100.0,33462,86427,26124,18451,11.16,10.67,11.68,77.77,75.04,80.66,12.25
Guernsey,2016,1.5571,0.318,66297,65812,66782,100.0,9586,36340,7592,12779,3.42,3.71,3.11,82.54,79.85,85.36,3.88
Argentina,2016,2.282,0.9329999999999999,43886748,43395924,44377572,100.0,10849328,21233988,6773344,5030088,10.05,11.01,9.02,77.09,73.98,80.41,11.71
Kazakhstan,2016,2.28,1.091,18360353,17540522,19180184,100.0,4715213,9595915,2691071,1358154,20.27,22.94,17.77,70.84,65.61,75.73,22.77
Uruguay,2016,1.81,0.272,3351016,3238990,3463042,100.0,684982,1663620,528838,473576,8.54,9.47,7.56,77.19,74.05,80.45,10.53
Tuvalu,2016,2.9760000000000004,0.8490000000000001,10959,10820,11098,96.0,3213,4949,2165,632,29.9,32.47,27.21,66.51,64.34,68.79,47.52
Niger,2016,6.6207,3.218,18638600,18704850,18572350,100.0,9189911,5444618,3512783,491288,82.83,87.29,78.23,55.54,54.28,56.83,132.27
Guam,2016,2.312,0.644,162742,164840,160644,100.0,40604,79266,27820,15052,5.32,5.72,4.91,79.13,76.09,82.35,6.27
Serbia,2016,1.4342,-0.46,7143921,6965358,7322484,100.0,1045916,3999590,810071,1288344,5.94,6.84,4.99,75.47,72.6,78.53,6.8
Oman,2016,2.8374,2.05,3355262,3650322,3060202,100.0,1011382,1587687,641181,115012,13.16,13.46,12.84,75.45,73.51,77.48,16.91
Liechtenstein,2016,1.6891,0.8170000000000001,37937,37690,38184,100.0,5835,21227,4443,6432,4.26,4.56,3.89,81.85,79.67,84.6,5.13
Curacao,2016,2.056,0.41700000000000004,149035,142794,155276,100.0,30060,75604,21553,21818,7.71,8.25,7.14,78.32,76.02,80.73,8.63
Chad,2016,4.4459,1.876,11852462,11445280,12259644,100.0,5171735,3814718,2510881,355128,87.01,92.47,81.33,50.2,49.0,51.45,145.19
Estonia,2016,1.5957,-0.541,1258545,1175036,1342054,100.0,202820,693638,117005,245082,3.82,3.71,3.94,76.66,71.87,81.69,4.4
Ecuador,2016,2.218,1.314,16080778,15976812,16184744,100.0,4425733,7520246,2969548,1165251,16.87,19.93,13.65,76.75,73.79,79.87,19.84
Mozambique,2016,5.147,2.454,25930150,25341400,26518900,100.0,11648142,7951946,5576948,753114,67.94,69.99,65.86,53.32,52.55,54.11,94.4
Portugal,2016,1.526,0.065,10833816,10582610,11085022,100.0,1679290,5845122,1234903,2074501,4.38,4.8,3.92,79.3,76.07,82.75,5.37
Dominican Republic,2016,2.31,1.206,10606865,10736896,10476834,100.0,2870615,5007085,1941395,787770,18.14,20.02,16.19,78.14,75.9,80.46,20.37
Lebanon,2016,1.726,0.846,6237738,6248772,6226704,100.0,1537291,3242627,1043703,414117,7.56,7.97,7.13,77.58,76.32,78.9,8.32
Kosovo,2016,2.0562,0.6459999999999999,1883018,1940400,1825636,100.0,478098,943085,327291,134544,35.09,36.16,33.95,71.61,69.49,73.91,41.75
Montenegro,2016,1.5213,-0.35100000000000003,644578,642106,647050,100.0,97510,388013,63910,95145,8.48,9.15,7.77,78.6,75.62,81.75,9.66
Micronesia Federated States of,2016,2.45,-0.486,104719,103518,105920,100.0,32264,47824,20732,3899,20.47,22.68,18.14,72.88,70.83,75.03,24.56
Spain,2016,1.4919,0.836,48563476,47954852,49172100,100.0,7492975,27756421,4643499,8670581,3.28,3.61,2.94,81.66,78.66,84.85,3.89
Sudan,2016,3.68,1.685,36729501,36994678,36464324,100.0,14481983,13423618,7630200,1193700,50.15,55.42,44.61,64.05,61.96,66.25,74.6
Macau,2016,0.9408,0.774,597425,568496,626354,100.0,84974,378641,73824,59986,3.1,3.26,2.94,84.53,81.57,87.63,3.49
Guyana,2016,2.0418,0.171,735909,742874,728944,100.0,199607,335762,157929,42611,31.47,35.43,27.32,68.37,65.35,71.54,41.25
Brunei,2016,1.79,1.597,436620,431436,441804,100.0,102423,239679,74706,19812,9.87,11.73,7.93,77.15,74.81,79.61,11.22
Swaziland,2016,2.7434,1.095,1451428,1453366,1449490,100.0,515318,557324,322109,56677,50.41,54.37,46.35,51.58,52.16,50.98,60.83
Cook Islands,2016,2.208,-2.878,9556,9860,9252,100.0,2065,4723,1644,1124,13.45,16.34,10.41,75.81,72.98,78.78,15.8
Thailand,2016,1.5139,0.321,68200824,66971160,69430488,100.0,11714898,39653057,9870861,6962008,9.41,10.36,8.41,74.66,71.47,78.01,10.88
Faroe Islands,2016,2.3587,0.527,50456,52484,48428,100.0,10082,24679,7376,8319,5.5,5.76,5.22,80.36,77.84,83.06,6.61
Trinidad and Tobago,2016,1.7080000000000002,-0.165,1220479,1237124,1203834,100.0,236035,710193,149367,124884,23.04,24.36,21.67,72.87,69.94,75.87,26.47
Nigeria,2016,5.127999999999999,2.439,186053386,189736752,182370020,100.0,79615259,64393268,36243817,5801042,71.23,76.01,66.16,53.43,52.39,54.54,130.85
Lesotho,2016,2.676,0.303,1953070,1929930,1976210,100.0,632782,831521,382020,106747,47.55,51.24,43.75,52.98,52.89,53.08,68.19
Syria,2016,2.548,1.56,17185170,17270294,17100046,100.0,5490306,7611400,3376661,706803,15.21,17.49,12.79,74.87,72.49,77.4,18.01
Bahrain,2016,1.7656,2.334,1378904,1671418,1086390,100.0,265691,856625,217310,39278,9.17,10.22,8.09,78.87,76.65,81.14,10.74
Qatar,2016,1.9023,2.638,2258283,3491270,1025296,100.0,283886,1668041,285046,21310,6.2,6.4,6.0,78.7,76.69,80.75,7.96
Costa Rica,2017,1.8913,1.163,4930258,4944642,4915874,100.0,1114565,2624371,805858,385464,8.04,8.8,7.25,78.72,76.05,81.52,9.15
Wallis and Futuna,2017,1.73,0.318,15714,15958,15470,98.0,3430,8150,2561,1573,4.32,4.55,4.08,79.83,76.84,82.97,4.82
Botswana,2017,2.2781,1.166,2235533,2281722,2189344,100.0,718750,950428,472208,94147,8.24,8.48,8.0,54.9,56.75,53.0,11.35
Mozambique,2017,5.084,2.457,26573706,25993186,27154226,100.0,11883918,8189404,5731045,769339,65.88,67.89,63.83,53.71,52.92,54.51,91.2
Trinidad and Tobago,2017,1.7064,-0.19899999999999998,1218208,1234896,1201520,100.0,234999,708709,144735,129765,22.31,23.64,20.94,73.13,70.19,76.15,25.62
Micronesia Federated States of,2017,2.41,-0.516,104196,102864,105528,100.0,31570,48118,20409,4099,19.78,21.92,17.52,73.14,71.07,75.31,23.69
Ethiopia,2017,4.99,2.8539999999999996,105350020,104668628,106031412,100.0,45790459,35280196,21186286,3093079,49.64,56.9,42.17,62.58,60.14,65.1,69.78
Liechtenstein,2017,1.6894,0.7979999999999999,38244,38016,38472,100.0,5837,21292,4456,6659,4.23,4.54,3.85,81.93,79.74,84.69,5.09
Croatia,2017,1.3967,-0.504,4292095,4139718,4444472,100.0,609807,2370999,482560,828729,9.27,8.98,9.58,76.08,72.94,79.42,11.14
Latvia,2017,1.5142,-1.083,1944643,1792472,2096814,100.0,294583,1086229,183731,380100,5.21,5.61,4.8,74.69,70.13,79.48,6.46
Norway,2017,1.8534,1.0070000000000001,5320045,5367264,5272826,100.0,957430,2804526,669156,888933,2.49,2.78,2.18,81.87,79.83,84.02,3.02
Togo,2017,4.376,2.635,7965055,7900468,8029642,100.0,3209125,2954608,1529391,271931,42.17,48.5,35.65,65.39,62.75,68.11,66.11
Dominica,2017,2.032,0.18100000000000002,73897,74632,73162,99.5,16053,38428,11186,8230,10.59,14.02,7.0,77.17,74.19,80.29,12.12
Sao Tome and Principe,2017,4.252,1.72,201025,200686,201364,99.0,84135,69618,41577,5695,45.31,47.24,43.32,65.3,63.93,66.71,66.36
Guyana,2017,2.0043,0.324,737718,744506,730930,100.0,193455,340329,159054,44880,30.41,34.15,26.49,68.64,65.64,71.8,39.77
Luxembourg,2017,1.6164,1.976,594130,597204,591056,100.0,99629,332921,72357,89223,3.41,3.78,3.02,82.33,79.86,84.93,3.88
Isle of Man,2017,1.9238,0.6809999999999999,88815,88954,88676,100.0,14463,46112,10155,18085,4.02,4.0,4.05,81.29,79.56,83.16,4.62
Niger,2017,6.4855,3.1889999999999996,19245344,19313100,19177588,100.0,9432243,5629401,3675919,507781,81.1,85.5,76.58,55.94,54.66,57.26,129.07
Sweden,2017,1.8775,0.8059999999999999,9960487,9955224,9965750,100.0,1735837,5080091,1126996,2017563,2.6,2.86,2.32,82.14,80.2,84.19,3.08
Qatar,2017,1.8965,2.2680000000000002,2314307,3578884,1049730,100.0,292273,1712971,285914,23149,6.16,6.4,5.92,78.89,76.83,81.0,7.79
Nigeria,2017,5.066,2.427,190632261,194384928,186879594,100.0,81102008,66174069,37384412,5971772,69.78,74.49,64.79,53.84,52.77,54.98,127.56
United Kingdom,2017,1.8805,0.521,64769452,64471304,65067600,100.0,11351486,34022505,7709154,11686307,4.28,4.68,3.86,80.77,78.56,83.09,4.98
Rwanda,2017,4.386,2.5,13319202,13285328,13353076,100.0,5486172,4954944,2524928,353158,55.34,58.77,51.82,60.51,58.9,62.18,88.29
Uzbekistan,2017,1.764,0.9259999999999999,29748859,29602636,29895082,100.0,7105218,15571754,5510915,1560972,18.0,21.37,14.41,74.04,70.98,77.28,21.64
Antigua and Barbuda,2017,1.9997,1.214,94731,89562,99900,100.0,21876,49272,15947,7636,12.11,13.93,10.2,76.72,74.59,78.97,14.31
Belgium,2017,1.7790000000000001,0.7040000000000001,11491346,11316370,11666322,100.0,1972195,6080530,1303183,2135438,3.37,3.75,2.97,81.09,78.49,83.81,4.08
Canada,2017,1.6002,0.7290000000000001,35623680,35337936,35909424,100.0,5499303,19269073,4220249,6635055,4.53,4.84,4.19,81.93,79.31,84.71,5.21
Philippines,2017,3.022,1.568,104256076,104673804,103838348,100.0,34814994,44782453,19979414,4679215,21.38,24.28,18.34,69.39,65.88,73.08,27.11
Zambia,2017,5.627999999999999,2.925,15972000,15960806,15983194,100.0,7351145,5055067,3193693,372095,61.07,66.42,55.56,52.74,51.11,54.42,105.07
Iran,2017,1.8272,1.146,83768457,84940672,82596242,100.0,19775099,46210066,13140732,4642560,36.13,36.7,35.54,71.66,70.01,73.4,51.28
Andorra,2017,1.4023,0.027000000000000003,85702,88216,83188,100.0,12343,51716,8265,13378,3.59,3.6,3.58,82.85,80.65,85.18,4.32
Poland,2017,1.3486,-0.133,38476269,37254146,39698392,100.0,5677276,22197303,4116391,6485299,4.4,4.79,3.99,77.75,73.91,81.82,5.12
Iceland,2017,2.0,1.125,339747,340484,339010,100.0,69305,175604,45849,48989,2.08,2.22,1.93,83.08,80.89,85.37,2.85
Tunisia,2017,1.9754,0.831,11229332,11150868,11307796,100.0,2583981,6069280,1634281,941790,20.78,23.96,17.38,76.31,74.17,78.59,25.59
Indonesia,2017,2.106,0.858,260580739,260768572,260392906,100.0,65200649,132844754,44276052,18259284,22.66,26.58,18.55,72.97,70.35,75.72,28.05
Anguilla,2017,1.7443,1.966,17087,16268,17906,100.0,3795,9377,2405,1510,3.33,3.72,2.93,81.5,78.89,84.19,4.15
Puerto Rico,2017,1.6419,-0.475,3560019,3398068,3721970,100.0,611529,1798689,493283,656518,7.28,8.08,6.46,79.53,75.93,83.2,8.04
West Bank,2017,3.2680000000000002,1.835,2747943,2795490,2700396,100.0,1002924,1061894,587226,95899,14.09,15.82,12.26,75.21,73.15,77.38,16.49
Guam,2017,2.2840000000000003,0.741,163875,165902,161848,100.0,40267,80009,27917,15682,5.24,5.63,4.82,79.27,76.23,82.5,6.18
Cook Islands,2017,2.186,-2.7880000000000003,9290,9578,9002,100.0,1962,4653,1545,1130,13.03,15.83,10.1,76.02,73.18,79.0,15.29
Albania,2017,1.5122,0.307,3047987,3013496,3082478,100.0,550116,1603066,532385,362420,11.94,13.31,10.46,78.47,75.8,81.38,13.96
Netherlands,2017,1.78,0.39299999999999996,17084719,16904380,17265058,100.0,2803356,9019913,2062288,3199162,3.56,3.84,3.27,81.43,79.26,83.7,4.18
Yemen,2017,3.6260000000000003,2.275,28036829,28365990,27707668,100.0,11167043,10154117,5945561,770108,46.0,50.05,41.74,65.89,63.72,68.17,60.19
Kiribati,2017,2.388,1.129,108145,105372,110918,97.0,32094,48692,22785,4574,32.12,33.33,30.86,66.51,64.01,69.13,40.84
Belarus,2017,1.4826,-0.22399999999999998,9549747,8883962,10215532,100.0,1507186,5632059,982543,1427959,3.58,3.99,3.14,72.99,67.49,78.82,5.46
Saint Helena,2017,1.5861,0.179,7828,7890,7766,99.5,1250,4440,954,1184,13.26,15.65,10.74,79.63,76.69,82.72,15.11
Timor-Leste,2017,4.7899,2.358,1291358,1293760,1288956,100.0,528356,450662,262420,49920,35.08,37.89,32.07,68.38,66.77,70.09,44.14
Turkey,2017,2.0140000000000002,0.523,80845215,81326026,80364404,100.0,19954341,41875562,12925748,6089564,17.56,18.78,16.29,75.03,72.68,77.49,20.0
Spain,2017,1.4957,0.7829999999999999,48958159,48348588,49567730,100.0,7529312,27932340,4691781,8804726,3.27,3.58,2.93,81.75,78.75,84.94,3.88
Monaco,2017,1.5317,0.24100000000000002,30645,29778,31512,100.0,3272,14663,2840,9870,1.84,2.07,1.59,89.42,85.55,93.45,2.06
Tanzania,2017,4.77,2.7510000000000003,53950935,53809508,54092362,100.0,23599929,18010132,10713541,1627333,39.93,41.96,37.83,62.62,61.16,64.13,58.91
Hungary,2017,1.4459,-0.249,9850845,9391494,10310196,100.0,1448835,5445915,1079979,1876116,4.9,5.17,4.6,76.1,72.39,80.01,5.74
Bosnia and Herzegovina,2017,1.2968,-0.156,3856181,3758544,3953818,99.0,512305,2340986,446602,556288,5.5,5.59,5.41,76.92,73.91,80.15,6.23
Libya,2017,2.0380000000000003,1.575,6653210,6884672,6421748,100.0,1719135,3510371,1136797,286907,10.8,11.68,9.87,76.65,74.88,78.51,12.17
Namibia,2017,3.2856,1.9480000000000002,2484780,2429250,2540310,100.0,918545,962108,505661,98466,35.1,37.34,32.79,64.0,62.41,65.64,52.82
Mauritius,2017,1.7480000000000002,0.59,1356388,1333208,1379568,100.0,273486,750515,200741,131646,9.78,11.61,7.85,75.82,72.38,79.45,11.07
Brunei,2017,1.78,1.571,443593,437358,449828,100.0,102579,243912,75642,21460,9.59,11.38,7.72,77.34,74.98,79.81,10.9
Burkina Faso,2017,5.712000000000001,2.995,20107509,20021544,20193474,100.0,9023897,6558738,4036554,488320,72.23,79.32,64.93,55.85,53.79,57.96,133.95
Madagascar,2017,4.032,2.502,25054161,25048116,25060206,100.0,9988069,9143968,5094774,827350,41.23,45.04,37.31,66.26,64.74,67.82,58.2
Belize,2017,2.8515,1.7990000000000002,360346,364920,355772,100.0,122350,149926,74069,14001,18.88,21.25,16.38,68.91,67.32,70.57,24.49
Afghanistan,2017,5.12,2.358,34124811,34589434,33660188,100.0,13963717,11695518,7583375,882201,110.63,117.98,102.91,51.67,50.27,53.15,161.6
Tuvalu,2017,2.952,0.851,11052,10920,11184,96.5,3237,5021,2129,665,29.03,31.51,26.42,66.85,64.66,69.16,45.79
Burundi,2017,5.986000000000001,3.25,11466756,11417710,11515802,100.0,5225486,3744396,2195527,301347,58.84,65.25,52.24,60.94,59.23,62.7,89.9
Vanuatu,2017,3.0660000000000003,1.854,282814,282412,283216,98.5,100418,114474,56624,11298,14.44,15.4,13.43,73.69,72.07,75.4,16.75
Guernsey,2017,1.5613,0.301,66502,66040,66964,100.0,9649,36433,7400,13020,3.39,3.68,3.09,82.61,79.92,85.44,3.85
Bolivia,2017,2.63,1.5119999999999998,11138234,11023062,11253406,100.0,3547498,4831938,2168047,590751,35.29,38.74,31.67,69.49,66.69,72.44,44.84
Bulgaria,2017,1.4645,-0.614,7101510,6929348,7273672,100.0,1035201,4016805,680410,1369094,8.42,9.45,7.32,74.65,71.35,78.15,9.85
Lebanon,2017,1.722,-1.103,6229794,6239938,6219650,100.0,1501055,3283461,1022962,422316,7.37,7.77,6.95,77.75,76.46,79.11,8.11
South Africa,2017,2.286,0.99,54841552,54277312,55405792,100.0,15502666,26563263,9658058,3117565,30.99,34.43,27.48,63.82,62.36,65.31,38.2
Greece,2017,1.4317,-0.055,10768477,10509288,11027666,100.0,1489558,5985127,1041666,2252126,4.58,5.02,4.11,80.66,78.04,83.44,5.33
Korea North,2017,1.95,0.527,25248140,24509728,25986552,100.0,5247730,13648401,3937265,2414744,22.13,24.6,19.54,70.69,66.85,74.75,27.17
Macedonia,2017,1.6021,0.168,2103721,2095368,2112074,100.0,361259,1178162,282160,282140,7.35,7.62,7.05,76.41,73.82,79.21,8.34
Maldives,2017,1.7280000000000002,-0.06,392709,428946,356472,100.0,84033,211867,79351,17458,22.04,24.37,19.6,75.8,73.46,78.26,27.56
Cote d'Ivoire,2017,3.384,1.835,24184810,24450196,23919424,100.0,8940520,9340911,5057905,845474,55.76,61.52,49.83,58.98,57.81,60.18,80.01
Guinea-Bissau,2017,4.0899,1.857,1792338,1752222,1832454,100.0,699583,669179,361631,61945,85.68,95.07,76.01,50.96,48.92,53.06,132.83
American Samoa,2017,2.824,-0.213,54069,53912,54226,98.5,12825,28654,9512,3078,8.29,10.58,5.86,75.58,72.61,78.72,10.42
Slovakia,2017,1.4115,-0.006999999999999999,5445829,5285998,5605660,100.0,826323,3187276,591960,840270,5.11,5.74,4.45,77.25,73.69,81.06,6.08
Western Sahara,2017,3.86,2.697,603253,598722,607784,100.0,224658,237455,117787,23353,51.89,56.68,46.91,63.4,61.06,65.83,77.26
Bahrain,2017,1.7501,2.26,1410942,1709932,1111952,100.0,269162,879322,220787,41671,8.92,9.91,7.91,79.0,76.76,81.3,10.47
Lithuania,2017,1.5931,-1.079,2823859,2603846,3043872,100.0,423971,1531135,313162,555591,3.81,4.25,3.34,75.03,69.65,80.7,4.53
Turkmenistan,2017,2.07,1.12,5351277,5303098,5399456,100.0,1380195,2733612,983955,253515,34.3,41.22,27.03,70.38,67.35,73.56,41.12
Cameroon,2017,4.64,2.5610000000000004,24994885,25064640,24925130,100.0,10594905,8710721,4888561,800698,51.01,54.58,47.33,58.97,57.57,60.42,89.81
San Marino,2017,1.5047,0.736,33537,32468,34606,100.0,5105,18008,3864,6560,4.33,4.53,4.12,83.34,80.78,86.12,4.76
Brazil,2017,1.754,0.7290000000000001,207353391,204427788,210278994,100.0,46296623,109856011,33933343,17267414,17.46,20.54,14.23,74.02,70.49,77.73,20.71
Burma,2017,2.1319999999999997,0.9840000000000001,57457664,57096824,57818504,100.0,14647174,29567083,10021887,3221520,40.88,46.87,34.53,66.98,64.54,69.56,52.5
Nauru,2017,2.8,0.529,9642,9074,10210,89.0,3028,4800,1563,251,7.79,9.96,5.98,67.43,63.3,70.88,9.91
Papua New Guinea,2017,3.032,1.709,6909701,7050630,6768772,100.0,2309816,2928019,1376143,295723,36.34,39.77,32.73,67.34,65.13,69.66,47.42
Singapore,2017,0.8317,1.819,5888926,5762718,6015134,100.0,755013,3591535,975332,567046,2.38,2.56,2.18,85.21,82.56,88.05,2.98
Jamaica,2017,1.9599,0.677,2990561,2963440,3017682,100.0,812515,1316356,621877,239813,12.83,13.37,12.27,73.72,72.11,75.41,15.74
Egypt,2017,3.4723,2.447,97041072,99168750,94913394,100.0,32303326,42262726,18383876,4091144,18.99,20.24,17.66,72.97,71.59,74.44,22.22
Jersey,2017,1.6636,0.778,98840,97266,100414,100.0,16040,52899,13752,16149,3.75,3.96,3.52,81.93,79.45,84.56,4.28
Turks and Caicos Islands,2017,1.7,2.161,52570,52998,52142,100.0,11430,31388,7352,2400,10.07,12.53,7.49,79.95,77.19,82.85,12.25
Cuba,2017,1.7105,-0.285,11147407,11102886,11191928,100.0,1847346,6272486,1362328,1665247,4.44,4.91,3.93,78.8,76.48,81.26,5.43
Solomon Islands,2017,3.156,1.9380000000000002,647581,661376,633786,100.0,223974,266531,129451,27625,14.71,16.78,12.54,75.56,72.91,78.34,17.82
Syria,2017,2.496,7.869,18028549,18123620,17933478,100.0,5700887,8045854,3523054,758754,14.82,17.03,12.47,75.05,72.66,77.6,17.52
Bahamas The,2017,1.9449,0.8059999999999999,329988,323362,336614,100.0,74427,175856,54118,25587,11.33,11.36,11.3,72.62,70.23,75.08,13.72
Congo (Brazzaville),2017,4.588,2.114,4954674,4967752,4941596,100.0,2064524,1891246,847276,151628,54.9,59.78,49.88,59.81,58.56,61.1,83.09
Eritrea,2017,3.988,0.851,5918919,5827886,6009952,100.0,2377813,2150579,1158458,232069,45.03,51.96,37.88,65.23,62.7,67.83,67.04
Finland,2017,1.7473,0.355,5518371,5433262,5603480,100.0,906816,2818327,629067,1164161,2.53,2.66,2.39,80.98,78.03,84.07,2.8
Samoa,2017,2.7039999999999997,0.598,200108,204082,196134,99.5,62731,86271,39664,11442,18.62,21.98,15.08,73.95,71.06,76.99,22.8
Benin,2017,4.766,2.714,11038805,11098394,10979216,100.0,4707651,3758171,2256546,316437,52.83,55.87,49.64,62.27,60.85,63.76,78.94
Guinea,2017,4.768,2.612,12413867,12426586,12401148,100.0,5154220,4354432,2449028,456187,49.98,52.62,47.26,61.03,59.46,62.64,78.42
New Caledonia,2017,1.9340000000000002,1.3259999999999998,279070,278760,279380,100.0,62673,144850,45876,25671,5.22,6.14,4.26,77.85,73.87,82.02,8.2
Kyrgyzstan,2017,2.612,1.052,5789122,5674662,5903582,100.0,1754290,2757701,972141,304990,25.88,29.95,21.54,70.94,66.79,75.37,29.12
Armenia,2017,1.6413,-0.214,3045191,2952394,3137988,100.0,576710,1730914,392450,345117,12.67,14.1,11.07,74.85,71.59,78.48,14.3
Mauritania,2017,3.86,2.171,3758571,3619874,3897268,100.0,1449363,1423509,744436,141263,51.87,56.68,46.91,63.41,61.06,65.83,77.23
Chile,2017,1.8,0.774,17789267,17490124,18088410,100.0,3576989,9613239,2676047,1922992,6.58,7.05,6.09,78.91,75.89,82.06,7.59
Cabo Verde,2017,2.238,1.3330000000000002,560899,544396,577402,100.0,163384,255623,112792,29100,21.88,25.11,18.55,72.4,70.09,74.77,26.32
Estonia,2017,1.5988,-0.569,1251581,1169970,1333192,100.0,203071,687534,112554,248422,3.79,3.69,3.89,76.85,72.09,81.85,4.36
Paraguay,2017,1.9037,1.175,6943739,6963096,6924382,100.0,1705334,3404547,1339407,494451,18.73,22.09,15.19,77.36,74.7,80.16,23.07
Jordan,2017,3.19,-3.572,8075131,8148836,8001426,100.0,2800367,3346367,1606820,321577,14.18,15.01,13.3,74.81,73.4,76.31,16.33
Venezuela,2017,2.32,1.239,31304016,31180878,31427154,100.0,8565853,15185913,5331965,2220285,12.19,12.77,11.58,75.96,72.95,79.12,14.14
Korea South,2017,1.26,0.48200000000000004,51181299,51268694,51093904,100.0,6761382,30714023,6481142,7224752,2.98,3.18,2.77,82.47,79.32,85.78,3.59
Israel,2017,2.6439999999999997,1.508,8299706,8341384,8258028,100.0,2283253,3787203,1289247,940003,3.44,3.41,3.48,82.54,80.68,84.5,3.97
China,2017,1.6,0.406,1379302771,1418080602,1340524940,100.0,236597418,817340125,176266230,149098998,12.02,12.29,11.7,75.67,73.62,77.99,14.57
Aruba,2017,1.834,1.272,115120,109014,121226,100.0,20304,64460,14712,15644,10.72,14.01,7.35,76.94,73.88,80.07,12.31
Russia,2017,1.6052,-0.081,142257519,131629394,152885644,100.0,24352817,84139317,13454071,20311314,6.76,7.6,5.87,71.03,65.33,77.08,8.43
Greenland,2017,1.992,-0.031,57713,60296,55130,98.5,12181,31264,8935,5333,8.86,10.12,7.53,72.63,69.92,75.48,10.92
Austria,2017,1.4722,0.466,8754413,8568898,8939928,100.0,1226724,4872061,969516,1686112,3.41,3.76,3.03,81.58,78.94,84.35,4.03
Nepal,2017,2.122,1.1640000000000001,29384297,28660978,30107616,100.0,8875441,12605273,6384723,1518860,27.9,29.16,26.55,70.98,70.35,71.64,34.57
Cyprus,2017,1.4678,1.3230000000000002,1221549,1248042,1195056,100.0,190603,714568,168699,147679,7.86,9.23,6.41,78.82,76.0,81.78,8.82
Taiwan,2017,1.1263,0.172,23508428,23306570,23710286,100.0,3027393,14227817,3027888,3225330,4.33,4.73,3.91,80.24,77.11,83.57,5.22
Virgin Islands British,2017,1.2885,2.245,35015,33466,36564,100.0,5848,21347,4680,3140,12.14,13.82,10.38,78.77,77.37,80.25,13.16
Uruguay,2017,1.8,0.272,3360148,3248890,3471406,100.0,677601,1676683,527135,478729,8.33,9.25,7.38,77.37,74.23,80.63,10.24
Zimbabwe,2017,3.478,2.168,14868131,14934592,14801670,100.0,5608421,5618625,3117087,523998,25.8,27.96,23.57,58.56,57.75,59.39,38.03
Uganda,2017,5.71,3.2030000000000003,39570125,39321400,39818850,100.0,19013037,11424834,8348038,784216,56.11,64.96,47.0,55.85,54.41,57.34,89.66
Lesotho,2017,2.6321,0.276,1958042,1935682,1980402,100.0,628975,840920,380520,107627,46.08,49.67,42.38,53.04,52.96,53.12,66.05
Liberia,2017,4.4999,2.405,4405340,4390164,4420516,100.0,1844238,1558042,861593,141467,64.08,68.18,59.86,59.4,57.68,61.18,94.12
Northern Mariana Islands,2017,1.932,1.976,54560,52550,56570,97.5,13882,30636,6992,3050,5.24,5.6,4.85,78.15,75.47,81.0,6.43
Mongolia,2017,2.085,1.176,3068243,3003244,3133242,100.0,826973,1616031,493589,131650,21.11,24.2,17.86,69.9,65.66,74.36,25.24
Montenegro,2017,1.5266,-0.28,642550,640028,645072,100.0,97039,386638,61563,97310,8.29,8.96,7.59,78.75,75.77,81.91,9.43
Kuwait,2017,2.3982,1.455,2875422,3355078,2395766,100.0,719363,1648823,434151,73085,6.99,6.81,7.18,78.15,76.76,79.6,8.33
Saint Pierre and Miquelon,2017,1.5702,-1.084,5533,5394,5672,99.0,846,3061,501,1125,6.5,7.52,5.42,80.62,78.26,83.11,7.41
Faroe Islands,2017,2.3472,0.5539999999999999,50730,52738,48722,100.0,10092,24860,7276,8502,5.4,5.67,5.12,80.48,77.95,83.18,6.47
Argentina,2017,2.2640000000000002,0.912,44293293,43809188,44777398,100.0,10891623,21486907,6767503,5147260,9.77,10.72,8.77,77.27,74.16,80.59,11.37
Mali,2017,5.84,2.9360000000000004,17989813,17516154,18463472,100.0,8466558,5520469,3473009,529777,97.84,104.42,91.08,56.15,54.24,58.13,150.82
Saint Vincent and the Grenadines,2017,1.796,-0.248,102089,103828,100350,100.0,21749,54414,16306,9620,12.0,13.08,10.89,75.53,73.51,77.62,16.12
Bermuda,2017,1.9319,0.45,70864,68546,73182,100.0,12078,37539,8507,12740,2.48,2.59,2.37,81.35,78.15,84.61,3.06
Swaziland,2017,2.6878,1.075,1467152,1470914,1463390,100.0,513622,570706,324595,58229,48.39,52.24,44.41,52.09,52.7,51.46,57.92
Czechia,2017,1.4527,0.11900000000000001,10674723,10500410,10849036,100.0,1618134,6007241,1023762,2025586,2.63,2.76,2.49,78.78,75.8,81.93,3.22
Australia,2017,1.7659,1.028,23232413,23299838,23164988,100.0,4134809,12376473,2971031,3750100,4.26,4.56,3.94,82.31,79.83,84.92,4.98
